Country,Year,Coffee_Type,Metric,ValueCoffee
Cyprus,2004,Import Consumption,Import Consumption,43320000.0
Malawi,2005,Import Consumption,Import Consumption,65940000.0
Switzerland,2006,Import Consumption,Import Consumption,55920000.0
Estonia,2007,Import Consumption,Import Consumption,59340000.0
Ecuador,2008,Import Consumption,Import Consumption,68940000.0
Nigeria,2009,Import Consumption,Import Consumption,57960000.0
El Salvador,2010,Import Consumption,Import Consumption,60720000.0
Malta,2011,Import Consumption,Import Consumption,62040000.0
Ethiopia,2012,Import Consumption,Import Consumption,62820000.0
United Kingdom,2013,Import Consumption,Import Consumption,67380000.0
Mexico,2014,Import Consumption,Import Consumption,61680000.0
Sierra Leone,2015,Import Consumption,Import Consumption,65760000.0
Sweden,2016,Import Consumption,Import Consumption,63960000.0
Honduras,2017,Import Consumption,Import Consumption,53640000.0
Viet Nam,2018,Import Consumption,Import Consumption,70200000.0
Nicaragua,2019,Import Consumption,Import Consumption,64380000.0
Kenya,1990,Import Consumption,Import Consumption,6060000.0
Unspecified EU stocks,1991,Import Consumption,Import Consumption,5400000.0
Peru,1992,Import Consumption,Import Consumption,6660000.0
Czechia,1993,Import Consumption,Import Consumption,6060000.0
India,1994,Import Consumption,Import Consumption,8220000.0
Côte d Ivoire,1995,Import Consumption,Import Consumption,8220000.0
Croatia,1996,Import Consumption,Import Consumption,8640000.0
Austria,1997,Import Consumption,Import Consumption,9900000.0
Greece,1998,Import Consumption,Import Consumption,8820000.0
Timor-Leste,1999,Import Consumption,Import Consumption,11100000.0
Equatorial Guinea,2000,Import Consumption,Import Consumption,11520000.0
Trinidad & Tobago,2001,Import Consumption,Import Consumption,13920000.0
Belgium/Luxembourg,2002,Import Consumption,Import Consumption,14040000.0
Zimbabwe,2003,Import Consumption,Import Consumption,7200000.0
Poland,2004,Import Consumption,Import Consumption,15780000.0
Bulgaria,2005,Import Consumption,Import Consumption,11400000.0
Central African Republic,2006,Import Consumption,Import Consumption,12000000.0
Togo,2007,Import Consumption,Import Consumption,15180000.0
Burundi,2008,Import Consumption,Import Consumption,19020000.0
Guyana,2009,Import Consumption,Import Consumption,17340000.0
Slovenia,2010,Import Consumption,Import Consumption,18060000.0
Tunisia,2011,Import Consumption,Import Consumption,24900000.0
Haiti,2012,Import Consumption,Import Consumption,25260000.0
Ireland,2013,Import Consumption,Import Consumption,25740000.0
Latvia,2014,Import Consumption,Import Consumption,27600000.0
Slovakia,2015,Import Consumption,Import Consumption,27480000.0
Gabon,2016,Import Consumption,Import Consumption,27900000.0
Guinea,2017,Import Consumption,Import Consumption,32760000.0
Thailand,2018,Import Consumption,Import Consumption,31980000.0
Norway,2019,Import Consumption,Import Consumption,30480000.0
France,1990,Import Consumption,Import Consumption,140880000.0
Dominican Republic,1991,Import Consumption,Import Consumption,140520000.0
Luxembourg,1992,Import Consumption,Import Consumption,150960000.0
Belgium,1993,Import Consumption,Import Consumption,152040000.0
Japan,1994,Import Consumption,Import Consumption,158400000.0
Yemen,1995,Import Consumption,Import Consumption,132000000.0
Spain,1996,Import Consumption,Import Consumption,144360000.0
Papua New Guinea,1997,Import Consumption,Import Consumption,146460000.0
Venezuela,1998,Import Consumption,Import Consumption,155280000.0
Congo,1999,Import Consumption,Import Consumption,136560000.0
Ghana,2000,Import Consumption,Import Consumption,140520000.0
Denmark,2001,Import Consumption,Import Consumption,132900000.0
Romania,2002,Import Consumption,Import Consumption,135660000.0
Colombia,2003,Import Consumption,Import Consumption,134160000.0
Panama,2004,Import Consumption,Import Consumption,147480000.0
Bolivia,2005,Import Consumption,Import Consumption,160800000.0
Tanzania,2006,Import Consumption,Import Consumption,183540000.0
Nepal,2007,Import Consumption,Import Consumption,169440000.0
Russian Federation,2008,Import Consumption,Import Consumption,184020000.0
Zambia,2009,Import Consumption,Import Consumption,193200000.0
Portugal,2010,Import Consumption,Import Consumption,188040000.0
Costa Rica,2011,Import Consumption,Import Consumption,175500000.0
Paraguay,2012,Import Consumption,Import Consumption,175560000.0
Lao Peoples Democratic Republic,2013,Import Consumption,Import Consumption,169680000.0
Finland,2014,Import Consumption,Import Consumption,175680000.0
Rwanda,2015,Import Consumption,Import Consumption,215460000.0
Liberia,2016,Import Consumption,Import Consumption,210060000.0
Guatemala,2017,Import Consumption,Import Consumption,199980000.0
Angola,2018,Import Consumption,Import Consumption,227280000.0
Uganda,2019,Import Consumption,Import Consumption,226200000.0
Italy,1990,Import Consumption,Import Consumption,1097880000.0
Brazil,1991,Import Consumption,Import Consumption,1119660000.0
Democratic Republic of Congo,1992,Import Consumption,Import Consumption,1097400000.0
Netherlands,1993,Import Consumption,Import Consumption,1153020000.0
United States of America,1994,Import Consumption,Import Consumption,1039560000.0
Cameroon,1995,Import Consumption,Import Consumption,1041780000.0
Madagascar,1996,Import Consumption,Import Consumption,1083540000.0
Sri Lanka,1997,Import Consumption,Import Consumption,1067700000.0
Indonesia,1998,Import Consumption,Import Consumption,1116240000.0
Jamaica,1999,Import Consumption,Import Consumption,1161540000.0
Philippines,2000,Import Consumption,Import Consumption,1124760000.0
Germany,2001,Import Consumption,Import Consumption,1173240000.0
Cuba,2002,Import Consumption,Import Consumption,1147500000.0
Lithuania,2003,Import Consumption,Import Consumption,1211580000.0
Hungary,2004,Import Consumption,Import Consumption,1258380000.0
Cyprus,2005,Import Consumption,Import Consumption,1259880000.0
Malawi,2006,Import Consumption,Import Consumption,1240020000.0
Switzerland,2007,Import Consumption,Import Consumption,1261980000.0
Estonia,2008,Import Consumption,Import Consumption,1299120000.0
Ecuador,2009,Import Consumption,Import Consumption,1286160000.0
Nigeria,2010,Import Consumption,Import Consumption,1306980000.0
El Salvador,2011,Import Consumption,Import Consumption,1322640000.0
Malta,2012,Import Consumption,Import Consumption,1333920000.0
Ethiopia,2013,Import Consumption,Import Consumption,1405020000.0
United Kingdom,2014,Import Consumption,Import Consumption,1426020000.0
Mexico,2015,Import Consumption,Import Consumption,1466280000.0
Sierra Leone,2016,Import Consumption,Import Consumption,1514580000.0
Sweden,2017,Import Consumption,Import Consumption,1570980000.0
Honduras,2018,Import Consumption,Import Consumption,1590840000.0
Viet Nam,2019,Import Consumption,Import Consumption,1638600000.0
Nicaragua,1990,Re Export,Re Export,24900000.0
Kenya,1991,Re Export,Re Export,45360000.0
Unspecified EU stocks,1992,Re Export,Re Export,57600000.0
Peru,1993,Re Export,Re Export,32100000.0
Czechia,1994,Re Export,Re Export,22860000.0
India,1995,Re Export,Re Export,13740000.0
Côte d Ivoire,1996,Re Export,Re Export,9780000.0
Croatia,1997,Re Export,Re Export,13320000.0
Austria,1998,Re Export,Re Export,12600000.0
Greece,1999,Re Export,Re Export,23880000.0
Timor-Leste,2000,Re Export,Re Export,24540000.0
Equatorial Guinea,2001,Re Export,Re Export,26400000.0
Trinidad & Tobago,2002,Re Export,Re Export,31680000.0
Belgium/Luxembourg,2003,Re Export,Re Export,37200000.0
Zimbabwe,2004,Re Export,Re Export,32580000.0
Poland,2005,Re Export,Re Export,48360000.0
Bulgaria,2006,Re Export,Re Export,59460000.0
Central African Republic,2007,Re Export,Re Export,67200000.0
Togo,2008,Re Export,Re Export,59520000.0
Burundi,2009,Re Export,Re Export,24900000.0
Guyana,2010,Re Export,Re Export,27780000.0
Slovenia,2011,Re Export,Re Export,21900000.0
Tunisia,2012,Re Export,Re Export,18240000.0
Haiti,2013,Re Export,Re Export,18660000.0
Ireland,2014,Re Export,Re Export,23160000.0
Latvia,2015,Re Export,Re Export,22680000.0
Slovakia,2016,Re Export,Re Export,18480000.0
Gabon,2017,Re Export,Re Export,18480000.0
Guinea,2018,Re Export,Re Export,15420000.0
Thailand,2019,Re Export,Re Export,16440000.0
Norway,1990,Re Export,Re Export,
France,1991,Re Export,Re Export,
Dominican Republic,1992,Re Export,Re Export,
Luxembourg,1993,Re Export,Re Export,
Belgium,1994,Re Export,Re Export,
Japan,1995,Re Export,Re Export,
Yemen,1996,Re Export,Re Export,
Spain,1997,Re Export,Re Export,
Papua New Guinea,1998,Re Export,Re Export,
Venezuela,1999,Re Export,Re Export,130140000.0
Congo,2000,Re Export,Re Export,141420000.0
Ghana,2001,Re Export,Re Export,139440000.0
Denmark,2002,Re Export,Re Export,138480000.0
Romania,2003,Re Export,Re Export,134280000.0
Colombia,2004,Re Export,Re Export,154320000.0
Panama,2005,Re Export,Re Export,174300000.0
Bolivia,2006,Re Export,Re Export,184020000.0
Tanzania,2007,Re Export,Re Export,174660000.0
Nepal,2008,Re Export,Re Export,368520000.0
Russian Federation,2009,Re Export,Re Export,298860000.0
Zambia,2010,Re Export,Re Export,303180000.0
Portugal,2011,Re Export,Re Export,293640000.0
Costa Rica,2012,Re Export,Re Export,285240000.0
Paraguay,2013,Re Export,Re Export,255420000.0
Lao Peoples Democratic Republic,2014,Re Export,Re Export,237180000.0
Finland,2015,Re Export,Re Export,267600000.0
Rwanda,2016,Re Export,Re Export,273000000.0
Liberia,2017,Re Export,Re Export,262620000.0
Guatemala,2018,Re Export,Re Export,262620000.0
Angola,2019,Re Export,Re Export,300840000.0
Uganda,1990,Re Export,Re Export,53460000.0
Italy,1991,Re Export,Re Export,62280000.0
Brazil,1992,Re Export,Re Export,67860000.0
Democratic Republic of Congo,1993,Re Export,Re Export,76440000.0
Netherlands,1994,Re Export,Re Export,78240000.0
United States of America,1995,Re Export,Re Export,79680000.0
Cameroon,1996,Re Export,Re Export,89220000.0
Madagascar,1997,Re Export,Re Export,99480000.0
Sri Lanka,1998,Re Export,Re Export,136200000.0
Indonesia,1999,Re Export,Re Export,
Jamaica,2000,Re Export,Re Export,
Philippines,2001,Re Export,Re Export,
Germany,2002,Re Export,Re Export,
Cuba,2003,Re Export,Re Export,
Lithuania,2004,Re Export,Re Export,
Hungary,2005,Re Export,Re Export,
Cyprus,2006,Re Export,Re Export,
Malawi,2007,Re Export,Re Export,
Switzerland,2008,Re Export,Re Export,
Estonia,2009,Re Export,Re Export,
Ecuador,2010,Re Export,Re Export,
Nigeria,2011,Re Export,Re Export,
El Salvador,2012,Re Export,Re Export,
Malta,2013,Re Export,Re Export,
Ethiopia,2014,Re Export,Re Export,
United Kingdom,2015,Re Export,Re Export,
Mexico,2016,Re Export,Re Export,
Sierra Leone,2017,Re Export,Re Export,
Sweden,2018,Re Export,Re Export,
Honduras,2019,Re Export,Re Export,
Viet Nam,1990,Re Export,Re Export,9960000.0
Nicaragua,1991,Re Export,Re Export,10980000.0
Kenya,1992,Re Export,Re Export,420000.0
Unspecified EU stocks,1993,Re Export,Re Export,4200000.0
Peru,1994,Re Export,Re Export,6600000.0
Czechia,1995,Re Export,Re Export,7320000.0
India,1996,Re Export,Re Export,1560000.0
Côte d Ivoire,1997,Re Export,Re Export,1140000.0
Croatia,1998,Re Export,Re Export,1080000.0
Austria,1999,Re Export,Re Export,240000.0
Greece,2000,Re Export,Re Export,360000.0
Timor-Leste,2001,Re Export,Re Export,300000.0
Equatorial Guinea,2002,Re Export,Re Export,180000.0
Trinidad & Tobago,2003,Re Export,Re Export,180000.0
Belgium/Luxembourg,2004,Re Export,Re Export,180000.0
Zimbabwe,2005,Re Export,Re Export,660000.0
Poland,2006,Re Export,Re Export,840000.0
Bulgaria,2007,Re Export,Re Export,1740000.0
Central African Republic,2008,Re Export,Re Export,4320000.0
Togo,2009,Re Export,Re Export,6840000.0
Burundi,2010,Re Export,Re Export,7980000.0
Guyana,2011,Re Export,Re Export,7320000.0
Slovenia,2012,Re Export,Re Export,11040000.0
Tunisia,2013,Re Export,Re Export,11460000.0
Haiti,2014,Re Export,Re Export,14640000.0
Ireland,2015,Re Export,Re Export,16500000.0
Latvia,2016,Re Export,Re Export,19620000.0
Slovakia,2017,Re Export,Re Export,17520000.0
Gabon,2018,Re Export,Re Export,18720000.0
Guinea,2019,Re Export,Re Export,21720000.0
Thailand,1990,Re Export,Re Export,
Norway,1991,Re Export,Re Export,
France,1992,Re Export,Re Export,2040000.0
Dominican Republic,1993,Re Export,Re Export,1860000.0
Luxembourg,1994,Re Export,Re Export,1800000.0
Belgium,1995,Re Export,Re Export,1920000.0
Japan,1996,Re Export,Re Export,1020000.0
Yemen,1997,Re Export,Re Export,1440000.0
Spain,1998,Re Export,Re Export,1140000.0
Papua New Guinea,1999,Re Export,Re Export,900000.0
Venezuela,2000,Re Export,Re Export,1020000.0
Congo,2001,Re Export,Re Export,900000.0
Ghana,2002,Re Export,Re Export,960000.0
Denmark,2003,Re Export,Re Export,1020000.0
Romania,2004,Re Export,Re Export,1080000.0
Colombia,2005,Re Export,Re Export,1080000.0
Panama,2006,Re Export,Re Export,1080000.0
Bolivia,2007,Re Export,Re Export,1620000.0
Tanzania,2008,Re Export,Re Export,1680000.0
Nepal,2009,Re Export,Re Export,1680000.0
Russian Federation,2010,Re Export,Re Export,1440000.0
Zambia,2011,Re Export,Re Export,1440000.0
Portugal,2012,Re Export,Re Export,1440000.0
Costa Rica,2013,Re Export,Re Export,1560000.0
Paraguay,2014,Re Export,Re Export,3060000.0
Lao Peoples Democratic Republic,2015,Re Export,Re Export,3780000.0
Finland,2016,Re Export,Re Export,5940000.0
Rwanda,2017,Re Export,Re Export,4680000.0
Liberia,2018,Re Export,Re Export,5160000.0
Guatemala,2019,Re Export,Re Export,5160000.0
Angola,1990,Re Export,Re Export,960000.0
Uganda,1991,Re Export,Re Export,420000.0
Italy,1992,Re Export,Re Export,240000.0
Brazil,1993,Re Export,Re Export,120000.0
Democratic Republic of Congo,1994,Re Export,Re Export,60000.0
Netherlands,1995,Re Export,Re Export,60000.0
United States of America,1996,Re Export,Re Export,60000.0
Cameroon,1997,Re Export,Re Export,60000.0
Madagascar,1998,Re Export,Re Export,60000.0
Sri Lanka,1999,Re Export,Re Export,120000.0
Indonesia,2000,Re Export,Re Export,60000.0
Jamaica,2001,Re Export,Re Export,240000.0
Philippines,2002,Re Export,Re Export,240000.0
Germany,2003,Re Export,Re Export,360000.0
Cuba,2004,Re Export,Re Export,420000.0
Lithuania,2005,Re Export,Re Export,540000.0
Hungary,2006,Re Export,Re Export,1080000.0
Cyprus,2007,Re Export,Re Export,120000.0
Malawi,2008,Re Export,Re Export,
Switzerland,2009,Re Export,Re Export,
Estonia,2010,Re Export,Re Export,120000.0
Ecuador,2011,Re Export,Re Export,
Nigeria,2012,Re Export,Re Export,60000.0
El Salvador,2013,Re Export,Re Export,120000.0
Malta,2014,Re Export,Re Export,480000.0
Ethiopia,2015,Re Export,Re Export,180000.0
United Kingdom,2016,Re Export,Re Export,240000.0
Mexico,2017,Re Export,Re Export,120000.0
Sierra Leone,2018,Re Export,Re Export,60000.0
Sweden,2019,Re Export,Re Export,1380000.0
Honduras,1990,Re Export,Re Export,
Viet Nam,1991,Re Export,Re Export,
Nicaragua,1992,Re Export,Re Export,180000.0
Kenya,1993,Re Export,Re Export,3960000.0
Unspecified EU stocks,1994,Re Export,Re Export,2700000.0
Peru,1995,Re Export,Re Export,2520000.0
Czechia,1996,Re Export,Re Export,3000000.0
India,1997,Re Export,Re Export,4560000.0
Côte d Ivoire,1998,Re Export,Re Export,14460000.0
Croatia,1999,Re Export,Re Export,10200000.0
Austria,2000,Re Export,Re Export,14940000.0
Greece,2001,Re Export,Re Export,15960000.0
Timor-Leste,2002,Re Export,Re Export,14760000.0
Equatorial Guinea,2003,Re Export,Re Export,21060000.0
Trinidad & Tobago,2004,Re Export,Re Export,19440000.0
Belgium/Luxembourg,2005,Re Export,Re Export,24420000.0
Zimbabwe,2006,Re Export,Re Export,18540000.0
Poland,2007,Re Export,Re Export,21480000.0
Bulgaria,2008,Re Export,Re Export,24960000.0
Central African Republic,2009,Re Export,Re Export,24300000.0
Togo,2010,Re Export,Re Export,28860000.0
Burundi,2011,Re Export,Re Export,22800000.0
Guyana,2012,Re Export,Re Export,26460000.0
Slovenia,2013,Re Export,Re Export,32760000.0
Tunisia,2014,Re Export,Re Export,49500000.0
Haiti,2015,Re Export,Re Export,81540000.0
Ireland,2016,Re Export,Re Export,58380000.0
Latvia,2017,Re Export,Re Export,42180000.0
Slovakia,2018,Re Export,Re Export,44760000.0
Gabon,2019,Re Export,Re Export,45960000.0
Guinea,1990,Re Export,Re Export,5640000.0
Thailand,1991,Re Export,Re Export,4440000.0
Norway,1992,Re Export,Re Export,6180000.0
France,1993,Re Export,Re Export,6180000.0
Dominican Republic,1994,Re Export,Re Export,7500000.0
Luxembourg,1995,Re Export,Re Export,7140000.0
Belgium,1996,Re Export,Re Export,6660000.0
Japan,1997,Re Export,Re Export,8460000.0
Yemen,1998,Re Export,Re Export,9600000.0
Spain,1999,Re Export,Re Export,13500000.0
Papua New Guinea,2000,Re Export,Re Export,13860000.0
Venezuela,2001,Re Export,Re Export,14100000.0
Congo,2002,Re Export,Re Export,16260000.0
Ghana,2003,Re Export,Re Export,16680000.0
Denmark,2004,Re Export,Re Export,16260000.0
Romania,2005,Re Export,Re Export,11940000.0
Colombia,2006,Re Export,Re Export,10920000.0
Panama,2007,Re Export,Re Export,12060000.0
Bolivia,2008,Re Export,Re Export,12720000.0
Tanzania,2009,Re Export,Re Export,11040000.0
Nepal,2010,Re Export,Re Export,12480000.0
Russian Federation,2011,Re Export,Re Export,8820000.0
Zambia,2012,Re Export,Re Export,6780000.0
Portugal,2013,Re Export,Re Export,5940000.0
Costa Rica,2014,Re Export,Re Export,6300000.0
Paraguay,2015,Re Export,Re Export,6540000.0
Lao Peoples Democratic Republic,2016,Re Export,Re Export,9120000.0
Finland,2017,Re Export,Re Export,7200000.0
Rwanda,2018,Re Export,Re Export,7680000.0
Liberia,2019,Re Export,Re Export,7800000.0
Guatemala,1990,Re Export,Re Export,
Angola,1991,Re Export,Re Export,
Uganda,1992,Re Export,Re Export,180000.0
Italy,1993,Re Export,Re Export,420000.0
Brazil,1994,Re Export,Re Export,1200000.0
Democratic Republic of Congo,1995,Re Export,Re Export,1500000.0
Netherlands,1996,Re Export,Re Export,1980000.0
United States of America,1997,Re Export,Re Export,2520000.0
Cameroon,1998,Re Export,Re Export,2700000.0
Madagascar,1999,Re Export,Re Export,2160000.0
Sri Lanka,2000,Re Export,Re Export,480000.0
Indonesia,2001,Re Export,Re Export,3240000.0
Jamaica,2002,Re Export,Re Export,540000.0
Philippines,2003,Re Export,Re Export,1140000.0
Germany,2004,Re Export,Re Export,2820000.0
Cuba,2005,Re Export,Re Export,4560000.0
Lithuania,2006,Re Export,Re Export,5220000.0
Hungary,2007,Re Export,Re Export,10560000.0
Cyprus,2008,Re Export,Re Export,10860000.0
Malawi,2009,Re Export,Re Export,14040000.0
Switzerland,2010,Re Export,Re Export,9480000.0
Estonia,2011,Re Export,Re Export,6000000.0
Ecuador,2012,Re Export,Re Export,3180000.0
Nigeria,2013,Re Export,Re Export,2160000.0
El Salvador,2014,Re Export,Re Export,840000.0
Malta,2015,Re Export,Re Export,420000.0
Ethiopia,2016,Re Export,Re Export,780000.0
United Kingdom,2017,Re Export,Re Export,1500000.0
Mexico,2018,Re Export,Re Export,1260000.0
Sierra Leone,2019,Re Export,Re Export,1500000.0
Sweden,1990,Re Export,Re Export,1140000.0
Honduras,1991,Re Export,Re Export,1260000.0
Viet Nam,1992,Re Export,Re Export,2100000.0
Nicaragua,1993,Re Export,Re Export,11880000.0
Kenya,1994,Re Export,Re Export,13020000.0
Unspecified EU stocks,1995,Re Export,Re Export,5820000.0
Peru,1996,Re Export,Re Export,10320000.0
Czechia,1997,Re Export,Re Export,12300000.0
India,1998,Re Export,Re Export,11160000.0
Côte d Ivoire,1999,Re Export,Re Export,12900000.0
Croatia,2000,Re Export,Re Export,10320000.0
Austria,2001,Re Export,Re Export,8880000.0
Greece,2002,Re Export,Re Export,7140000.0
Timor-Leste,2003,Re Export,Re Export,7320000.0
Equatorial Guinea,2004,Re Export,Re Export,7740000.0
Trinidad & Tobago,2005,Re Export,Re Export,3240000.0
Belgium/Luxembourg,2006,Re Export,Re Export,7260000.0
Zimbabwe,2007,Re Export,Re Export,9000000.0
Poland,2008,Re Export,Re Export,10200000.0
Bulgaria,2009,Re Export,Re Export,11100000.0
Central African Republic,2010,Re Export,Re Export,11580000.0
Togo,2011,Re Export,Re Export,11640000.0
Burundi,2012,Re Export,Re Export,9360000.0
Guyana,2013,Re Export,Re Export,10860000.0
Slovenia,2014,Re Export,Re Export,10980000.0
Tunisia,2015,Re Export,Re Export,12660000.0
Haiti,2016,Re Export,Re Export,14520000.0
Ireland,2017,Re Export,Re Export,17880000.0
Latvia,2018,Re Export,Re Export,10740000.0
Slovakia,2019,Re Export,Re Export,10080000.0
Gabon,1990,Re Export,Re Export,54780000.0
Guinea,1991,Re Export,Re Export,60420000.0
Thailand,1992,Re Export,Re Export,61380000.0
Norway,1993,Re Export,Re Export,58560000.0
France,1994,Re Export,Re Export,69900000.0
Dominican Republic,1995,Re Export,Re Export,64860000.0
Luxembourg,1996,Re Export,Re Export,70920000.0
Belgium,1997,Re Export,Re Export,69960000.0
Japan,1998,Re Export,Re Export,71580000.0
Yemen,1999,Re Export,Re Export,68460000.0
Spain,2000,Re Export,Re Export,64380000.0
Papua New Guinea,2001,Re Export,Re Export,76020000.0
Venezuela,2002,Re Export,Re Export,75840000.0
Congo,2003,Re Export,Re Export,79680000.0
Ghana,2004,Re Export,Re Export,62400000.0
Denmark,2005,Re Export,Re Export,61680000.0
Romania,2006,Re Export,Re Export,57420000.0
Colombia,2007,Re Export,Re Export,54060000.0
Panama,2008,Re Export,Re Export,57840000.0
Bolivia,2009,Re Export,Re Export,60840000.0
Tanzania,2010,Re Export,Re Export,63600000.0
Nepal,2011,Re Export,Re Export,62580000.0
Russian Federation,2012,Re Export,Re Export,61140000.0
Zambia,2013,Re Export,Re Export,60840000.0
Portugal,2014,Re Export,Re Export,65820000.0
Costa Rica,2015,Re Export,Re Export,72540000.0
Paraguay,2016,Re Export,Re Export,77880000.0
Lao Peoples Democratic Republic,2017,Re Export,Re Export,90840000.0
Finland,2018,Re Export,Re Export,98940000.0
Rwanda,2019,Re Export,Re Export,108720000.0
Liberia,1990,Re Export,Re Export,197520000.0
Guatemala,1991,Re Export,Re Export,195120000.0
Angola,1992,Re Export,Re Export,199080000.0
Uganda,1993,Re Export,Re Export,196920000.0
Italy,1994,Re Export,Re Export,208140000.0
Brazil,1995,Re Export,Re Export,193200000.0
Democratic Republic of Congo,1996,Re Export,Re Export,216780000.0
Netherlands,1997,Re Export,Re Export,236100000.0
United States of America,1998,Re Export,Re Export,243780000.0
Cameroon,1999,Re Export,Re Export,238320000.0
Madagascar,2000,Re Export,Re Export,289500000.0
Sri Lanka,2001,Re Export,Re Export,320640000.0
Indonesia,2002,Re Export,Re Export,377280000.0
Jamaica,2003,Re Export,Re Export,391080000.0
Philippines,2004,Re Export,Re Export,420660000.0
Germany,2005,Re Export,Re Export,501360000.0
Cuba,2006,Re Export,Re Export,550620000.0
Lithuania,2007,Re Export,Re Export,641820000.0
Hungary,2008,Re Export,Re Export,628260000.0
Cyprus,2009,Re Export,Re Export,649140000.0
Malawi,2010,Re Export,Re Export,692520000.0
Switzerland,2011,Re Export,Re Export,700980000.0
Estonia,2012,Re Export,Re Export,755400000.0
Ecuador,2013,Re Export,Re Export,721200000.0
Nigeria,2014,Re Export,Re Export,774660000.0
El Salvador,2015,Re Export,Re Export,749760000.0
Malta,2016,Re Export,Re Export,798780000.0
Ethiopia,2017,Re Export,Re Export,816000000.0
United Kingdom,2018,Re Export,Re Export,826200000.0
Mexico,2019,Re Export,Re Export,828060000.0
Sierra Leone,1990,Re Export,Re Export,660000.0
Sweden,1991,Re Export,Re Export,1200000.0
Honduras,1992,Re Export,Re Export,1740000.0
Viet Nam,1993,Re Export,Re Export,13620000.0
Nicaragua,1994,Re Export,Re Export,8760000.0
Kenya,1995,Re Export,Re Export,8340000.0
Unspecified EU stocks,1996,Re Export,Re Export,3060000.0
Peru,1997,Re Export,Re Export,3000000.0
Czechia,1998,Re Export,Re Export,2220000.0
India,1999,Re Export,Re Export,5520000.0
Côte d Ivoire,2000,Re Export,Re Export,6660000.0
Croatia,2001,Re Export,Re Export,19200000.0
Austria,2002,Re Export,Re Export,4260000.0
Greece,2003,Re Export,Re Export,4140000.0
Timor-Leste,2004,Re Export,Re Export,4260000.0
Equatorial Guinea,2005,Re Export,Re Export,3600000.0
Trinidad & Tobago,2006,Re Export,Re Export,2460000.0
Belgium/Luxembourg,2007,Re Export,Re Export,3960000.0
Zimbabwe,2008,Re Export,Re Export,4680000.0
Poland,2009,Re Export,Re Export,4320000.0
Bulgaria,2010,Re Export,Re Export,4080000.0
Central African Republic,2011,Re Export,Re Export,7920000.0
Togo,2012,Re Export,Re Export,10080000.0
Burundi,2013,Re Export,Re Export,10140000.0
Guyana,2014,Re Export,Re Export,8760000.0
Slovenia,2015,Re Export,Re Export,9660000.0
Tunisia,2016,Re Export,Re Export,11820000.0
Haiti,2017,Re Export,Re Export,6660000.0
Ireland,2018,Re Export,Re Export,6060000.0
Latvia,2019,Re Export,Re Export,6420000.0
Slovakia,1990,Re Export,Re Export,
Gabon,1991,Re Export,Re Export,15660000.0
Guinea,1992,Re Export,Re Export,10440000.0
Thailand,1993,Re Export,Re Export,6660000.0
Norway,1994,Re Export,Re Export,2820000.0
France,1995,Re Export,Re Export,4320000.0
Dominican Republic,1996,Re Export,Re Export,1920000.0
Luxembourg,1997,Re Export,Re Export,4380000.0
Belgium,1998,Re Export,Re Export,3780000.0
Japan,1999,Re Export,Re Export,6300000.0
Yemen,2000,Re Export,Re Export,9420000.0
Spain,2001,Re Export,Re Export,11160000.0
Papua New Guinea,2002,Re Export,Re Export,11400000.0
Venezuela,2003,Re Export,Re Export,13080000.0
Congo,2004,Re Export,Re Export,16200000.0
Ghana,2005,Re Export,Re Export,16920000.0
Denmark,2006,Re Export,Re Export,18180000.0
Romania,2007,Re Export,Re Export,22260000.0
Colombia,2008,Re Export,Re Export,19020000.0
Panama,2009,Re Export,Re Export,15540000.0
Bolivia,2010,Re Export,Re Export,21060000.0
Tanzania,2011,Re Export,Re Export,27600000.0
Nepal,2012,Re Export,Re Export,29760000.0
Russian Federation,2013,Re Export,Re Export,22860000.0
Zambia,2014,Re Export,Re Export,26040000.0
Portugal,2015,Re Export,Re Export,18660000.0
Costa Rica,2016,Re Export,Re Export,21300000.0
Paraguay,2017,Re Export,Re Export,18780000.0
Lao Peoples Democratic Republic,2018,Re Export,Re Export,19920000.0
Finland,2019,Re Export,Re Export,21300000.0
Rwanda,1990,Re Export,Re Export,600000.0
Liberia,1991,Re Export,Re Export,300000.0
Guatemala,1992,Re Export,Re Export,240000.0
Angola,1993,Re Export,Re Export,180000.0
Uganda,1994,Re Export,Re Export,180000.0
Italy,1995,Re Export,Re Export,480000.0
Brazil,1996,Re Export,Re Export,660000.0
Democratic Republic of Congo,1997,Re Export,Re Export,540000.0
Netherlands,1998,Re Export,Re Export,600000.0
United States of America,1999,Re Export,Re Export,420000.0
Cameroon,2000,Re Export,Re Export,4320000.0
Madagascar,2001,Re Export,Re Export,2040000.0
Sri Lanka,2002,Re Export,Re Export,2040000.0
Indonesia,2003,Re Export,Re Export,4500000.0
Jamaica,2004,Re Export,Re Export,2160000.0
Philippines,2005,Re Export,Re Export,1800000.0
Germany,2006,Re Export,Re Export,3120000.0
Cuba,2007,Re Export,Re Export,1020000.0
Lithuania,2008,Re Export,Re Export,960000.0
Hungary,2009,Re Export,Re Export,480000.0
Cyprus,2010,Re Export,Re Export,480000.0
Malawi,2011,Re Export,Re Export,1800000.0
Switzerland,2012,Re Export,Re Export,2220000.0
Estonia,2013,Re Export,Re Export,2280000.0
Ecuador,2014,Re Export,Re Export,2160000.0
Nigeria,2015,Re Export,Re Export,3900000.0
El Salvador,2016,Re Export,Re Export,5100000.0
